"const_id","const_name","elected_mp_party","elected_mp_party_name","elected_mp_name","elected_mp_votes","majority","valid","invalid","electorate","turnout_pct","ge17_party","ge17_majority","ge17_turnout"
"E14000530","Aldershot","Con","Conservative and Unionist Party","Leo Docherty",27980,16698,47932,,72617,66,"Con",11473,64.4
"E14000531","Aldridge-Brownhills","Con","Conservative and Unionist Party","Wendy Morton",27850,19836,39342,,60138,65.4,"Con",14307,66.8
"E14000532","Altrincham and Sale West","Con","Conservative and Unionist Party","Graham Brady",26311,6139,54763,,73146,74.9,"Con",6426,72.3
"E14000533","Amber Valley","Con","Conservative and Unionist Party","Nigel Mills",29096,16886,45567,,69976,65.1,"Con",8300,67.5
"E14000534","Arundel and South Downs","Con","Conservative and Unionist Party","Andrew Griffith",35566,22521,61408,,,,"Con",23883,76
"E14000535","Ashfield","Con","Conservative and Unionist Party","Lee Anderson",19231,5733,48980,,78204,62.6,"Lab",441,64.1
"E14000536","Ashford","Con","Conservative and Unionist Party","Damian Green",37270,24029,60059,,89550,67.1,"Con",17478,68.7
"E14000537","Ashton-under-Lyne","Lab","Labour Party","Angela Rayner",18544,4263,38579,,67978,56.8,"Lab",11295,58.9
"E14000538","Aylesbury","Con","Conservative and Unionist Party","Rob Butler",32737,17373,60576,,,,"Con",14656,71.4
"E14000539","Banbury","Con","Conservative and Unionist Party","Victoria Prentis",34148,16813,62921,,90113,69.8,"Con",12399,73.6
"E14000540","Barking","Lab","Labour Party","Margaret Hodge",27219,15427,44499,,77946,57.1,"Lab",21608,62
"E14000541","Barnsley Central","Lab","Labour Party","Dan Jarvis",14804,3571,36903,,65277,56.5,"Lab",15546,61
"E14000542","Barnsley East","Lab","Labour Party","Stephanie Peacock",14329,3217,38070,,69504,54.8,"Lab",13283,59
"E14000543","Barrow and Furness","Con","Conservative and Unionist Party","Simon Fell",23876,5789,46046,,,,"Lab",209,68.6
"E14000544","Basildon and Billericay","Con","Conservative and Unionist Party","John Baron",29590,20412,44128,,69906,63.1,"Con",13400,65.1
"E14000545","Basingstoke","Con","Conservative and Unionist Party","Maria Miller",29593,14198,54713,,82926,66,"Con",9466,68.5
"E14000546","Bassetlaw","Con","Conservative and Unionist Party","Brendan Clarke-Smith",28078,14013,50841,,80035,63.5,"Lab",4852,66.7
"E14000547","Bath","LD","Liberal Democrats","Wera Hobhouse",28419,12322,52138,,67752,77,"LD",5694,74.4
"E14000548","Batley and Spen","Lab","Labour and Co-operative Party","Tracy Brabin",22594,3525,52927,,79558,66.5,"Lab",8961,67.2
"E14000549","Battersea","Lab","Labour Party","Marsha de Cordova",27290,5668,59977,,79309,75.6,"Lab",2416,71.1
"E14000550","Beaconsfield","Con","Conservative and Unionist Party","Joy Morrissey",32477,15712,57868,,77720,74.5,"Con",24543,72.4
"E14000551","Beckenham","Con","Conservative and Unionist Party","Bob Stewart",27282,14258,50555,,68671,73.6,"Con",15087,76.3
"E14000552","Bedford","Lab","Labour Party","Mohammad Yasin",20491,145,47301,,71579,66.1,"Lab",789,67.7
"E14000553","Bermondsey and Old Southwark","Lab","Labour Party","Neil Coyle",31723,16126,58615,,,,"Lab",12972,67.2
"E14000554","Berwick-upon-Tweed","Con","Conservative and Unionist Party","Anne-Marie Trevelyan",23947,14835,42109,,,,"Con",11781,71.9
"E14000555","Bethnal Green and Bow","Lab","Labour Party","Rushanara Ali",44052,37524,60562,,88169,68.7,"Lab",35393,69.8
"E14000556","Beverley and Holderness","Con","Conservative and Unionist Party","Graham Stuart",33250,20448,53542,,,,"Con",14042,69.2
"E14000557","Bexhill and Battle","Con","Conservative and Unionist Party","Huw Merriman",37590,26059,59093,,,,"Con",22165,73.2
"E14000558","Bexleyheath and Crayford","Con","Conservative and Unionist Party","David Evennett",25856,13103,43246,,65466,66.1,"Con",9073,69.3
"E14000559","Birkenhead","Lab","Labour Party","Mick Whitley",24990,17705,42329,,63762,66.4,"Lab",25514,67.9
"E14000560","Birmingham, Edgbaston","Lab","Labour and Co-operative Party","Preet Kaur Gill",21217,5614,42328,,68828,61.5,"Lab",6917,64.2
"E14000561","Birmingham, Erdington","Lab","Labour Party","Jack Dromey",17720,3601,35229,,66148,53.3,"Lab",7285,57.4
"E14000562","Birmingham, Hall Green","Lab","Labour Party","Tahir Ali",35889,28508,52911,,80283,65.9,"Lab",33944,69.6
"E14000563","Birmingham, Hodge Hill","Lab","Labour Party","Liam Byrne",35397,28655,45003,,78295,57.5,"Lab",31026,61.5
"E14000564","Birmingham, Ladywood","Lab","Labour Party","Shabana Mahmood",33355,28582,42118,,74912,56.2,"Lab",28714,59.2
"E14000565","Birmingham, Northfield","Con","Conservative and Unionist Party","Gary Sambrook",19957,1640,43098,,73694,58.5,"Lab",4667,61.5
"E14000566","Birmingham, Perry Barr","Lab","Labour Party","Khalid Mahmood",26594,15317,42147,,72006,58.5,"Lab",18383,63.3
"E14000567","Birmingham, Selly Oak","Lab","Labour Party","Steve McCabe",27714,12414,49467,,74926,66,"Lab",15207,66.1
"E14000568","Birmingham, Yardley","Lab","Labour Party","Jess Phillips",23379,10659,42678,,74704,57.1,"Lab",16574,61.5
"E14000569","Bishop Auckland","Con","Conservative and Unionist Party","Dehenna Davison",24067,7962,44805,,68170,65.7,"Lab",502,64.1
"E14000570","Blackburn","Lab","Labour Party","Kate Hollern",29040,18304,44736,,71228,62.8,"Lab",20368,67.5
"E14000571","Blackley and Broughton","Lab","Labour Party","Graham Stringer",23887,14402,38618,,73372,52.6,"Lab",19601,56.1
"E14000572","Blackpool North and Cleveleys","Con","Conservative and Unionist Party","Paul Maynard",22364,8596,38804,,,,"Con",2023,64.2
"E14000573","Blackpool South","Con","Conservative and Unionist Party","Scott Lloyd Benton",16247,3690,32752,,,,"Lab",2523,59.9
"E14000574","Blaydon","Lab","Labour Party","Liz Twist",19794,5531,45681,,67853,67.3,"Lab",13477,70.3
"E14000575","Blyth Valley","Con","Conservative and Unionist Party","Ian Levy",17440,712,40859,,,,"Lab",7915,67.1
"E14000576","Bognor Regis and Littlehampton","Con","Conservative and Unionist Party","Nick Gibb",32521,22503,51223,,77488,66.1,"Con",17494,67.9
"E14000577","Bolsover","Con","Conservative and Unionist Party","Mark Fletcher",21791,5299,45938,,75157,61.1,"Lab",5288,63.5
"E14000578","Bolton North East","Con","Conservative and Unionist Party","Mark Logan",19759,378,43556,,67564,64.5,"Lab",3797,67.3
"E14000579","Bolton South East","Lab","Labour Party","Yasmin Qureshi",21516,7598,40604,,69163,58.7,"Lab",13126,61.6
"E14000580","Bolton West","Con","Conservative and Unionist Party","Chris Green",27255,8855,49298,,73191,67.4,"Con",936,70.2
"E14000581","Bootle","Lab","Labour Party","Peter Dowd",39066,34556,49174,,74832,65.7,"Lab",36200,69.2
"E14000582","Boston and Skegness","Con","Conservative and Unionist Party","Matt Warman",31963,25621,41696,,,,"Con",16572,62.8
"E14000583","Bosworth","Con","Conservative and Unionist Party","Luke Evans",36056,26278,56432,,81537,69.2,"Con",18351,68.9
"E14000584","Bournemouth East","Con","Conservative and Unionist Party","Tobias Ellwood",24926,8806,49274,,74127,66.5,"Con",7937,65.3
"E14000585","Bournemouth West","Con","Conservative and Unionist Party","Conor Burns",24550,10150,45977,,74211,62,"Con",7711,61
"E14000586","Bracknell","Con","Conservative and Unionist Party","James Sunderland",31894,19829,54350,,,,"Con",16016,70.8
"E14000587","Bradford East","Lab","Labour Party","Imran Hussain",27825,18144,44184,,73206,60.4,"Lab",20540,64.9
"E14000588","Bradford South","Lab","Labour Party","Judith Cummins",18390,2346,39741,,69046,57.6,"Lab",6700,60.7
"E14000589","Bradford West","Lab","Labour Party","Naz Shah",33736,27019,44261,,70694,62.6,"Lab",21902,67.7
"E14000590","Braintree","Con","Conservative and Unionist Party","James Cleverly",34112,24673,50499,,75208,67.1,"Con",18422,69.6
"E14000591","Brent Central","Lab","Labour Party","Dawn Butler",31779,20870,49132,,84204,58.3,"Lab",27997,65.2
"E14000592","Brent North","Lab","Labour Party","Barry Gardiner",26911,8079,51879,,83772,61.9,"Lab",17061,68.6
"E14000593","Brentford and Isleworth","Lab","Labour Party","Ruth Cadbury",29266,10514,58326,,,,"Lab",12182,72.5
"E14000594","Brentwood and Ongar","Con","Conservative and Unionist Party","Alex Burghart",36308,29065,47406,,,,"Con",24002,70.6
"E14000595","Bridgwater and West Somerset","Con","Conservative and Unionist Party","Ian Liddell-Grainger",35827,24439,57652,,,,"Con",15448,65.4
"E14000596","Brigg and Goole","Con","Conservative and Unionist Party","Andrew Percy",30941,21941,43402,,65939,65.8,"Con",12363,68.3
"E14000597","Brighton, Kemptown","Lab","Labour and Co-operative Party","Lloyd Russell-Moyle",25033,8061,48533,,69833,69.5,"Lab",9868,72.7
"E14000598","Brighton, Pavilion","Green","Green Party","Caroline Lucas",33151,19940,57998,,79057,73.4,"Green",14699,76.6
"E14000599","Bristol East","Lab","Labour Party","Kerry McCarthy",27717,10794,52154,,73867,70.6,"Lab",13394,70.3
"E14000600","Bristol North West","Lab","Labour Party","Darren Jones",27330,5692,55885,,76273,73.3,"Lab",4761,71.9
"E14000601","Bristol South","Lab","Labour Party","Karin Smyth",27895,9859,55196,,84079,65.6,"Lab",15987,65.6
"E14000602","Bristol West","Lab","Labour Party","Thangam Debbonaire",47028,28219,75528,,99253,76.1,"Lab",37336,77.2
"E14000603","Broadland","Con","Conservative and Unionist Party","Jerome Mayhew",33934,21861,56977,,78151,72.9,"Con",15816,72.5
"E14000604","Bromley and Chislehurst","Con","Conservative and Unionist Party","Bob Neill",23958,10891,45566,,66711,68.3,"Con",9590,71.8
"E14000605","Bromsgrove","Con","Conservative and Unionist Party","Sajid Javid",34408,23106,54272,,,,"Con",16573,73.7
"E14000606","Broxbourne","Con","Conservative and Unionist Party","Charles Walker",30631,19807,46706,,,,"Con",15792,64.7
"E14000607","Broxtowe","Con","Conservative and Unionist Party","Darren George Henry",26602,5331,55272,,73052,75.7,"Con",863,75.2
"E14000608","Buckingham","Con","Conservative and Unionist Party","Greg Smith",37035,20411,63458,,,,"Spk",25725,68.6
"E14000609","Burnley","Con","Conservative and Unionist Party","Antony Higginbotham",15720,1352,38984,,64343,60.6,"Lab",6353,62.4
"E14000610","Burton","Con","Conservative and Unionist Party","Kate Griffiths",29560,14496,48738,,,,"Con",10047,67.7
"E14000611","Bury North","Con","Conservative and Unionist Party","James Daly",21660,105,46841,,68802,68.1,"Lab",4375,71.1
"E14000612","Bury South","Con","Conservative and Unionist Party","Christian Wakeford",22034,402,50274,,75152,66.9,"Lab",5965,69.3
"E14000613","Bury St Edmunds","Con","Conservative and Unionist Party","Jo Churchill",37770,24988,61957,,,,"Con",18441,72.4
"E14000614","Calder Valley","Con","Conservative and Unionist Party","Craig Whittaker",29981,5774,57793,,79287,72.9,"Con",609,73.6
"E14000615","Camberwell and Peckham","Lab","Labour Party","Harriet Harman",40258,33780,56492,,,,"Lab",37316,67.3
"E14000616","Camborne and Redruth","Con","Conservative and Unionist Party","George Eustice",26764,8700,50367,,70250,71.7,"Con",1577,71
"E14000617","Cambridge","Lab","Labour Party","Daniel Zeichner",25776,9639,53729,,79951,67.2,"Lab",12661,71.4
"E14000618","Cannock Chase","Con","Conservative and Unionist Party","Amanda Milling",31636,19879,46313,,,,"Con",8391,64.3
"E14000619","Canterbury","Lab","Labour Party","Rosie Duffield",29018,1836,60113,,80203,75,"Lab",187,72.9
"E14000620","Carlisle","Con","Conservative and Unionist Party","John Stevenson",23659,8319,42873,,,,"Con",2599,69.3
"E14000621","Carshalton and Wallington","Con","Conservative and Unionist Party","Elliot Colburn",20822,629,49098,,72926,67.3,"LD",1369,71.8
"E14000622","Castle Point","Con","Conservative and Unionist Party","Rebecca Harris",33971,26634,44277,,,,"Con",18872,64.5
"E14000623","Central Devon","Con","Conservative and Unionist Party","Mel Stride",32095,17721,58072,,82665,70.2,"Con",15680,77.9
"E14000624","Central Suffolk and North Ipswich","Con","Conservative and Unionist Party","Daniel Poulter",35253,23391,56250,,,,"Con",17185,72.5
"E14000625","Charnwood","Con","Conservative and Unionist Party","Edward Argar",35121,22397,55365,,,,"Con",16341,70.8
"E14000626","Chatham and Aylesford","Con","Conservative and Unionist Party","Tracey Crouch",28856,18540,43340,,73305,59.1,"Con",10458,63.9
"E14000627","Cheadle","Con","Conservative and Unionist Party","Mary Robinson",25694,2336,55903,,,,"Con",4507,74.5
"E14000628","Chelmsford","Con","Conservative and Unionist Party","Vicky Ford",31934,17621,57122,,,,"Con",13572,70.3
"E14000629","Chelsea and Fulham","Con","Conservative and Unionist Party","Greg Hands",23345,11241,46821,,67110,69.8,"Con",8188,66.3
"E14000630","Cheltenham","Con","Conservative and Unionist Party","Alex Chalk",28486,981,59357,,81043,73.2,"Con",2569,72.4
"E14000631","Chesham and Amersham","Con","Conservative and Unionist Party","Cheryl Gillan",30850,16223,55685,,72542,76.8,"Con",22140,77.3
"E14000632","Chesterfield","Lab","Labour Party","Toby Perkins",18171,1451,45186,,71030,63.6,"Lab",9605,66.6
"E14000633","Chichester","Con","Conservative and Unionist Party","Gillian Keegan",35402,21490,61243,,85499,71.6,"Con",22621,70.7
"E14000634","Chingford and Woodford Green","Con","Conservative and Unionist Party","Iain Duncan Smith",23481,1262,48444,,65393,74.1,"Con",2438,71.5
"E14000635","Chippenham","Con","Conservative and Unionist Party","Michelle Donelan",30994,11288,57099,,,,"Con",16630,75
"E14000636","Chipping Barnet","Con","Conservative and Unionist Party","Theresa Villiers",25745,1212,57569,,,,"Con",353,72
"E14000637","Chorley","Spk","Speaker seeking re-election","Lindsay Hoyle",26831,17392,39870,,,,"Lab",7512,73
"E14000638","Christchurch","Con","Conservative and Unionist Party","Christopher Chope",33894,24617,51951,,71521,72.6,"Con",25171,72.2
"E14000639","Cities of London and Westminster","Con","Conservative and Unionist Party","Nickie Aiken",17049,3953,42723,,63700,67.1,"Con",3148,63
"E14000640","City of Chester","Lab","Labour Party","Chris Matheson",27082,6164,54560,,76057,71.7,"Lab",9176,77.6
"E14000641","City of Durham","Lab","Labour Party","Mary Foy",20531,5025,48859,,71271,68.6,"Lab",12364,68.1
"E14000642","Clacton","Con","Conservative and Unionist Party","Giles Watling",31438,24702,43506,,70930,61.3,"Con",15828,63.8
"E14000643","Cleethorpes","Con","Conservative and Unionist Party","Martin Vickers",31969,21418,46339,,73689,62.9,"Con",10400,65.9
"E14000644","Colchester","Con","Conservative and Unionist Party","Will Quince",26917,9423,53373,,82625,64.6,"Con",5677,67.1
"E14000645","Colne Valley","Con","Conservative and Unionist Party","Jason McCartney",29482,5103,60910,,84174,72.4,"Lab",915,71.8
"E14000646","Congleton","Con","Conservative and Unionist Party","Fiona Bruce",33747,18561,57233,,80930,70.7,"Con",12619,73.4
"E14000647","Copeland","Con","Conservative and Unionist Party","Trudy Harrison",22856,5842,42523,,61693,68.9,"Con",1695,69.7
"E14000648","Corby","Con","Conservative and Unionist Party","Tom Pursglove",33410,10268,60484,,86151,70.2,"Con",2690,72.4
"E14000649","Coventry North East","Lab","Labour Party","Colleen Fletcher",23412,7692,44444,,,,"Lab",15580,61.6
"E14000650","Coventry North West","Lab","Labour Party","Taiwo Owatemi",20918,208,47744,,,,"Lab",8580,66.4
"E14000651","Coventry South","Lab","Labour Party","Zarah Sultana",19544,401,45044,,,,"Lab",7947,66.6
"E14000652","Crawley","Con","Conservative and Unionist Party","Henry Smith",27040,8360,49899,,74207,67.2,"Con",2457,68.7
"E14000653","Crewe and Nantwich","Con","Conservative and Unionist Party","Kieran John Mullan",28704,8508,54032,,80321,67.3,"Lab",48,69.9
"E14000654","Croydon Central","Lab","Labour Party","Sarah Jones",27124,5949,54045,,81410,66.4,"Lab",5652,71.5
"E14000655","Croydon North","Lab","Labour and Co-operative Party","Steve Reed",36495,24673,55609,,88466,62.9,"Lab",32365,68.3
"E14000656","Croydon South","Con","Conservative and Unionist Party","Chris Philp",30985,12339,59358,,83977,70.7,"Con",11406,73.5
"E14000657","Dagenham and Rainham","Lab","Labour Party","Jon Cruddas",19468,293,43735,,71043,61.6,"Lab",4652,65
"E14000658","Darlington","Con","Conservative and Unionist Party","Peter Gibson",20901,3294,43498,,66395,65.5,"Lab",3280,67.7
"E14000659","Dartford","Con","Conservative and Unionist Party","Gareth Johnson",34006,19160,54022,,,,"Con",13186,69.2
"E14000660","Daventry","Con","Conservative and Unionist Party","Chris Heaton-Harris",37055,26080,57403,,77493,74.1,"Con",21734,74.1
"E14000661","Denton and Reddish","Lab","Labour Party","Andrew Gwynne",19317,6175,38588,,66234,58.3,"Lab",14077,60.3
"E14000662","Derby North","Con","Conservative and Unionist Party","Amanda Solloway",21259,2540,47017,,73212,64.2,"Lab",2015,69.8
"E14000663","Derby South","Lab","Labour Party","Margaret Beckett",21690,6019,42462,,73079,58.1,"Lab",11248,64.9
"E14000664","Derbyshire Dales","Con","Conservative and Unionist Party","Sarah Elizabeth Dines",29356,17381,50016,,65060,76.9,"Con",14327,77.2
"E14000665","Devizes","Con","Conservative and Unionist Party","Danny Kruger",32150,23993,50954,,,,"Con",21136,70.2
"E14000666","Dewsbury","Con","Conservative and Unionist Party","Mark Eastwood",26179,1561,56389,,81253,69.4,"Lab",3321,69.7
"E14000667","Don Valley","Con","Conservative and Unionist Party","Nicholas Fletcher",19609,3630,45437,,75356,60.3,"Lab",5169,62.3
"E14000668","Doncaster Central","Lab","Labour Party","Rosie Winterton",16638,2278,41581,,71387,58.2,"Lab",10131,60.2
"E14000669","Doncaster North","Lab","Labour Party","Ed Miliband",15740,2370,40701,,72363,56.2,"Lab",14024,58.6
"E14000670","Dover","Con","Conservative and Unionist Party","Natalie Elphicke",28830,12278,50701,,76355,66.4,"Con",6437,69.8
"E14000671","Dudley North","Con","Conservative and Unionist Party","Marco Longhi",23134,11533,36684,,,,"Lab",22,62.8
"E14000672","Dudley South","Con","Conservative and Unionist Party","Mike Wood",24835,15565,36576,,,,"Con",7730,62.4
"E14000673","Dulwich and West Norwood","Lab","Labour Party","Helen Hayes",36521,27310,55778,,84675,65.9,"Lab",28156,72.2
"E14000674","Ealing Central and Acton","Lab","Labour Party","Rupa Huq",28132,13300,54807,,75510,72.6,"Lab",13807,74.8
"E14000675","Ealing North","Lab","Labour and Co-operative Party","James Murray",28036,12269,49631,,74473,66.6,"Lab",19693,70.4
"E14000676","Ealing, Southall","Lab","Labour Party","Virendra Sharma",25678,16084,42217,,64580,65.4,"Lab",22090,69.5
"E14000677","Easington","Lab","Labour Party","Grahame Morris",15723,6581,34583,,61182,56.5,"Lab",14892,58.4
"E14000678","East Devon","Con","Conservative and Unionist Party","Simon Jupp",32577,6708,64073,,87133,73.5,"Con",8036,73.4
"E14000679","East Ham","Lab","Labour Party","Stephen Timms",41703,33176,54628,,89369,61.1,"Lab",39883,67.7
"E14000680","East Hampshire","Con","Conservative and Unionist Party","Damian Hinds",33446,19696,56895,,76478,74.4,"Con",25852,74.9
"E14000681","East Surrey","Con","Conservative and Unionist Party","Claire Coutinho",35624,24040,59690,,,,"Con",23914,72.3
"E14000682","East Worthing and Shoreham","Con","Conservative and Unionist Party","Tim Loughton",27104,7441,53155,,75196,70.7,"Con",5106,70.4
"E14000683","East Yorkshire","Con","Conservative and Unionist Party","Greg Knight",33988,22787,55302,,,,"Con",15006,66.7
"E14000684","Eastbourne","Con","Conservative and Unionist Party","Caroline Ansell",26951,4331,55134,,79307,69.5,"LD",1609,73
"E14000685","Eastleigh","Con","Conservative and Unionist Party","Paul Holmes",32690,15607,58971,,83880,70.3,"Con",14179,70.7
"E14000686","Eddisbury","Con","Conservative and Unionist Party","Edward Timpson",30095,18443,52971,,73700,71.9,"Con",11942,73.2
"E14000687","Edmonton","Lab","Labour and Co-operative Party","Kate Osamor",26217,16015,40341,,65568,61.5,"Lab",21115,66.6
"E14000688","Ellesmere Port and Neston","Lab","Labour Party","Justin Madders",26001,8764,48746,,70327,69.3,"Lab",11390,74.3
"E14000689","Elmet and Rothwell","Con","Conservative and Unionist Party","Alec Shelbrooke",33726,17353,58225,,80957,71.9,"Con",9805,74.3
"E14000690","Eltham","Lab","Labour Party","Clive Efford",20550,3197,43689,,64046,68.2,"Lab",6296,71.8
"E14000691","Enfield North","Lab","Labour Party","Feryal Clark",23340,6492,45050,,68066,66.2,"Lab",10247,71.5
"E14000692","Enfield, Southgate","Lab","Labour Party","Bambos Charalambous",22923,4450,47276,,65055,72.7,"Lab",4355,74.4
"E14000693","Epping Forest","Con","Conservative and Unionist Party","Eleanor Laing",32364,22173,50268,,,,"Con",18243,68.1
"E14000694","Epsom and Ewell","Con","Conservative and Unionist Party","Chris Grayling",31819,17873,59451,,,,"Con",20475,74.3
"E14000695","Erewash","Con","Conservative and Unionist Party","Maggie Throup",27560,10606,48880,,,,"Con",4534,68.3
"E14000696","Erith and Thamesmead","Lab","Labour Party","Abena Oppong-Asare",19882,3758,41384,,65399,63.3,"Lab",10014,63.9
"E14000697","Esher and Walton","Con","Conservative and Unionist Party","Dominic Raab",31132,2743,63084,,81184,77.7,"Con",23298,74
"E14000698","Exeter","Lab","Labour Party","Ben Bradshaw",29882,10403,56192,,82047,68.5,"Lab",16117,71.8
"E14000699","Fareham","Con","Conservative and Unionist Party","Suella Braverman",36459,26086,57250,,78624,72.8,"Con",21555,72.5
"E14000700","Faversham and Mid Kent","Con","Conservative and Unionist Party","Helen Whately",31864,21976,50394,,73404,68.7,"Con",17413,69
"E14000701","Feltham and Heston","Lab","Labour and Co-operative Party","Seema Malhotra",24876,7859,47811,,,,"Lab",15603,65
"E14000702","Filton and Bradley Stoke","Con","Conservative and Unionist Party","Jack Lopresti",26293,5646,53752,,74016,72.6,"Con",4190,70.2
"E14000703","Finchley and Golders Green","Con","Conservative and Unionist Party","Mike Freer",24162,6562,55109,,,,"Con",1657,71.7
"E14000704","Folkestone and Hythe","Con","Conservative and Unionist Party","Damian Collins",35483,21337,59005,,88273,66.8,"Con",15411,68.4
"E14000705","Forest of Dean","Con","Conservative and Unionist Party","Mark Harper",30680,15869,51475,,,,"Con",9502,73.1
"E14000706","Fylde","Con","Conservative and Unionist Party","Mark Menzies",28432,16611,46659,,,,"Con",11805,70.7
"E14000707","Gainsborough","Con","Conservative and Unionist Party","Edward Leigh",33893,22967,51046,,76343,66.9,"Con",17023,68
"E14000708","Garston and Halewood","Lab","Labour Party","Maria Eagle",38578,31624,53326,,76116,70.1,"Lab",32149,71.3
"E14000709","Gateshead","Lab","Labour Party","Ian Mearns",20450,7200,38145,,64449,59.2,"Lab",17350,64.7
"E14000710","Gedling","Con","Conservative and Unionist Party","Tom Randall",22718,679,49953,,71366,70,"Lab",4694,72.7
"E14000711","Gillingham and Rainham","Con","Conservative and Unionist Party","Rehman Chishti",28173,15119,45958,,73631,62.4,"Con",9430,67.2
"E14000712","Gloucester","Con","Conservative and Unionist Party","Richard Graham",29159,10277,53764,,81332,66.1,"Con",5520,65.3
"E14000713","Gosport","Con","Conservative and Unionist Party","Caroline Dinenage",32226,23278,48453,,73541,65.9,"Con",17211,66.8
"E14000714","Grantham and Stamford","Con","Conservative and Unionist Party","Gareth Davies",36794,26003,56003,,,,"Con",20094,69.4
"E14000715","Gravesham","Con","Conservative and Unionist Party","Adam Holloway",29580,15581,47560,,73234,64.9,"Con",9347,67.3
"E14000716","Great Grimsby","Con","Conservative and Unionist Party","Lia Nici",18150,7331,33087,,61409,53.9,"Lab",2565,57.6
"E14000717","Great Yarmouth","Con","Conservative and Unionist Party","Brandon Lewis",28593,17663,43462,,71957,60.4,"Con",7973,62.1
"E14000718","Greenwich and Woolwich","Lab","Labour Party","Matthew Pennycook",30185,18464,53120,,79997,66.4,"Lab",20714,69.1
"E14000719","Guildford","Con","Conservative and Unionist Party","Angela Joy Richardson",26375,3395,58709,,77729,75.5,"Con",17040,73.9
"E14000720","Hackney North and Stoke Newington","Lab","Labour Party","Diane Abbott",39972,33188,56864,,92451,61.5,"Lab",35139,66.4
"E14000721","Hackney South and Shoreditch","Lab","Labour and Co-operative Party","Meg Hillier",39884,33985,54439,,89380,60.9,"Lab",37931,66.9
"E14000722","Halesowen and Rowley Regis","Con","Conservative and Unionist Party","James Morris",25607,12074,42345,,,,"Con",5253,64.6
"E14000723","Halifax","Lab","Labour Party","Holly Walker-Lynch",21496,2569,46458,,71904,64.6,"Lab",5376,67.9
"E14000724","Haltemprice and Howden","Con","Conservative and Unionist Party","David Davis",31045,20329,49779,,,,"Con",15405,72.1
"E14000725","Halton","Lab","Labour Party","Derek Twigg",29333,18975,46203,,,,"Lab",25405,67.5
"E14000726","Hammersmith","Lab","Labour Party","Andy Slaughter",30074,17847,51966,,74759,69.5,"Lab",18651,72
"E14000727","Hampstead and Kilburn","Lab","Labour Party","Tulip Siddiq",28080,14188,57385,,82432,69.6,"Lab",15560,70.6
"E14000728","Harborough","Con","Conservative and Unionist Party","Neil O'Brien",31698,17278,57319,,,,"Con",12429,73.2
"E14000729","Harlow","Con","Conservative and Unionist Party","Robert Halfon",27510,14063,43354,,68078,63.7,"Con",7031,66.4
"E14000730","Harrogate and Knaresborough","Con","Conservative and Unionist Party","Andrew Jones",29962,9675,56937,,,,"Con",18168,73.6
"E14000731","Harrow East","Con","Conservative and Unionist Party","Bob Blackman",26935,8170,49491,,,,"Con",1757,71.1
"E14000732","Harrow West","Lab","Labour and Co-operative Party","Gareth Thomas",25132,8692,47922,,,,"Lab",13314,72.3
"E14000733","Hartlepool","Lab","Labour Party","Mike Hill",15464,3595,41037,,70855,57.9,"Lab",7650,59.3
"E14000734","Harwich and North Essex","Con","Conservative and Unionist Party","Bernard Jenkin",31830,20182,51963,,74153,70.1,"Con",14356,71.8
"E14000735","Hastings and Rye","Con","Conservative and Unionist Party","Sally-Ann Hart",26896,4043,54274,,80524,67.4,"Con",346,70.1
"E14000736","Havant","Con","Conservative and Unionist Party","Alan Mak",30051,21792,45959,,72130,63.7,"Con",15956,64
"E14000737","Hayes and Harlington","Lab","Labour Party","John McDonnell",24545,9261,43994,,72356,60.8,"Lab",18115,65.4
"E14000738","Hazel Grove","Con","Conservative and Unionist Party","William Wragg",21592,4423,44269,,,,"Con",5514,70
"E14000739","Hemel Hempstead","Con","Conservative and Unionist Party","Mike Penning",28968,14563,51271,,73737,69.5,"Con",9445,70.5
"E14000740","Hemsworth","Lab","Labour Party","Jon Trickett",16460,1180,43907,,73726,59.6,"Lab",10174,64
"E14000741","Hendon","Con","Conservative and Unionist Party","Matthew Offord",26878,4230,55075,,,,"Con",1072,68.4
"E14000742","Henley","Con","Conservative and Unionist Party","John Howell",32189,14053,58759,,76660,76.6,"Con",22294,76.3
"E14000743","Hereford and South Herefordshire","Con","Conservative and Unionist Party","Jesse Norman",30390,19686,49646,,72085,68.9,"Con",15013,71.1
"E14000744","Hertford and Stortford","Con","Conservative and Unionist Party","Julie Marson",33712,19620,60094,,82407,72.9,"Con",19035,73.1
"E14000745","Hertsmere","Con","Conservative and Unionist Party","Oliver Dowden",32651,21313,52203,,73971,70.6,"Con",16951,71.2
"E14000746","Hexham","Con","Conservative and Unionist Party","Guy Opperman",25152,10549,46150,,,,"Con",9236,75.8
"E14000747","Heywood and Middleton","Con","Conservative and Unionist Party","Chris Clarkson",20453,663,47488,,78916,60.2,"Lab",7617,62.5
"E14000748","High Peak","Con","Conservative and Unionist Party","Robert Largan",24844,590,54173,,,,"Lab",2322,73.7
"E14000749","Hitchin and Harpenden","Con","Conservative and Unionist Party","Bim Afolami",27719,6895,58871,,76321,77.1,"Con",12031,77.6
"E14000750","Holborn and St Pancras","Lab","Labour Party","Keir Starmer",36641,27763,56786,,87236,65.1,"Lab",30509,67.2
"E14000751","Hornchurch and Upminster","Con","Conservative and Unionist Party","Julia Lopez",35495,23308,53974,,80765,66.8,"Con",17723,69.5
